"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"Monthly","Bank Transfer","Yes","Fiber Optic",79.42,2010-11-18,3,158.75,43,"No","","0.588888321892002","0.723481604402442","0.654247771391001","0.175305400927986","0.396417136479412","0.660619692474045","0.891122128758349","0.280516728846942","0.594927311298913","0.401842508169437","0.778280713267996","0.158976992727963","0.530833881147633","0.533742673242983","0.226826826258789","0.0846709543476331","0.75349812614112","-0.0593034122775732","-0.156433061978942"
"Monthly","Bank Transfer","No","Fiber Optic",79.82,2010-10-10,2,155.52,36,"No","2.52692595390355","2.25448705143949","2.43278128352423","2.46760740593504","1.8391638099678","2.64917559243172","2.29185965779882","2.29385840044277","2.74499434375839","1.91461445730552","2.13055307622604","2.32974377698397","2.12191958436964","","2.26977047984576","2.18847857356505","2.03413173761459","1.51867350224266","2.50276473440906","1.70764050290243"
"1-Year","Bank Transfer","Yes","Fiber Optic",58.92,2016-08-13,6,192.4,57,"No","0.45381433802665","0.109745488016148","0.399078763920516","-0.117486545572885","-0.236778724091133","0.0815304957079517","0.173022583187929","-0.0362200532005593","0.175688733758575","-0.219763430969762","-0.300013777880128","-0.067641695314955","-0.351193607046726","-0.675001089872921","-0.401439427032163","0.369242617564013","","0.298986736871799","","0.00916475244193449"
"2-Year","Credit Card","Yes","DSL1",75.34,2010-06-20,4,200.83,42,"No","0.680044145219175","0.605883439929638","0.599938872086557","0.0371897749285676","0.412826056276237","-0.483495551443639","0.278254235639373","-0.495118676805907","0.227382518670367","0.238642958885548","-0.0426536309777684","-0.17247907887975","0.519254840729341","0.304466422626306","0.23177046184581","-0.199886152103243","-0.322370242432107","0.341263905628996","0.348626249648523",""
"Monthly","Check","No","DSL1",79.31,2013-03-07,3,188.46,38,"No","-1.40241431921349","-1.51389293927613","-1.2196197281095","-1.18924543429583","-0.971903126469724","","-1.31621374817165","-1.58790723431752","-1.19606213963231","-1.10512909968761","-1.26581162664794","","-0.775006213374924","-0.776075649208529","-1.11526980715032","-1.22919002440325","-1.29975914655028","-1.01277061205624","-1.33417917098681","-1.24571820327431"
"Monthly","Check","No","DSL3",35.21,2018-03-18,4,115.44,42,"No","","","","-0.439353761792065","0.13032957175923","-0.979509727121548","-0.230465761867538","-0.388556661178209","-0.176233237673182","-0.312881157976638","-0.595271730286475","","0.0927342655438601","-0.0150521045379491","0.0014161695663064","","-0.211594361938533","-0.268712651371396","0.265123718752853","0.496140580909505"
"Monthly","Check","No","DSL1",83.65,2013-12-12,3,250.32,42,"No","-0.358321625248432","0.279443996812215","0.115283749078248","","-0.486873181489606","-0.257299203448268","-0.344655492066435","-0.630775906698562","-0.210268632648351","","0.257104515169277","0.334879059507559","-0.321297516274957","0.504874943325523","0.353116266434713","-0.0841413710754109","0.00230749351270613","0.248178229179049","-0.402351264616576","-0.171501645040201"
"1-Year","Check","No","Fiber Optic",41.84,2012-04-30,3,198.86,40,"No","-0.581877281990997","-0.701335324082114","-0.454243199062346","-0.0342056592825393","-0.632496900925955","-1.44813967199905","-0.61902562697019","","-0.362287302224735","-0.526268565194408","-0.690434661005014","-1.12826296728462","-0.517441084242551","0.0412056435788918","-0.561731323161321","-0.800308921927874","-1.42617468967134","-0.670807829651785","-0.415646080540624","-0.809424599445723"
"Monthly","Credit Card","Yes","DSL2",84.29,2020-06-02,4,258.55,30,"Yes","1.02474870027317","0.591338361258861","1.06708195144195","0.0388503608938615","1.0322003442296","1.03864410202728","1.1203031201925","0.501182641505723","0.530931363710981","1.11961214432478","0.967618211208602","0.27832118042893","1.54109348549147","0.296993614422155","0.48796811643442","1.07116564949798","0.489735922758287","0.980322514784371","0.962715885238471","0.594197387581794"
"Monthly","Bank Transfer","No","DSL1",66.64,2014-01-30,0,216.32,43,"No","0.442729437617229","-0.202081671702146","0.516933376169505","0.103317259036129","-0.247100190407805","","-0.139340680958251","0.530823914446996","","-0.238338534208751","0.12546175961735","-0.179935010613545","0.650334954642746","0.627215504060031","0.388439064203841","0.34432442249464","-0.0323248653417407","0.542816791144","","-0.466019270328077"
"1-Year","Check","No","DSL1",82.82,2010-03-12,3,198.88,47,"Yes","-1.12070710976444","-0.559212721690027","-1.29162887875661","-1.21132074196196","-0.717533954068803","-0.428234638390073","-1.0732711129625","","-1.31511819704498","-1.19586007385789","-1.25553417604324","","-1.26187317303146","-1.42312071715112","-1.14618309012943","-0.516643760296718","-1.37619951982496","-1.06969120276342","-1.03219049197803","-1.41128336452617"
"2-Year","Bank Transfer","Yes","Fiber Optic",71.98,2014-02-01,3,236.09,45,"No","-0.800384360179089","-0.773599496887597","-0.529568084295254","-0.72390328675524","-0.365187161247841","-0.665895767412158","-0.826241631667789","-0.692632880217482","-0.602068998419782","-1.04934689907938","-1.16879418976075","-0.311529428992876","-0.967647331034515","","-1.35544368447953","-0.393715962673529","-0.70355670371017","0.468503286013391","-0.580476427593049","-0.280005152342377"
"Monthly","Bank Transfer","Yes","Fiber Optic",80.67,2013-11-26,2,239.86,43,"No","","1.30408647763693","1.10192942189365","0.982241088442388","1.12041737378099","1.50474369201822","1.45808269202945","","1.01631897481794","0.753245530441707","1.29953392089062","1.54729118529126","1.33987716780141","1.79886390299786","1.03920415818512","0.644609440872261","1.93050081286933","1.37246260594418","","0.996978851377299"
"Monthly","Check","No","Other",78.94,2011-08-19,6,228.11,53,"No","1.2229053261279","1.41480896716465","0.843570355459806","1.11264608519131","1.24620420715741","1.18602070620865","1.60266497171605","1.35050102777852","","","1.26919718175289","1.36262561585024","1.76562213780433","1.54602625355603","1.33419555536024","1.30179567419121","0.938524564218397","1.78431416756687","1.73445356505157","1.21263592661396"
"Monthly","Bank Transfer","No","Other",82.31,2012-11-30,6,258.11,50,"No","0.685252696608431","0.626530220920631","0.158160504255116","","0.251826244512149","1.00137613493719","0.647649478617747","0.701781812726998","0.494176582978484","0.307911682463468","0.935443755671688","0.564185685060695","0.728648937299329","0.725160688666761","1.06045011580621","-0.158866401652791","0.487312422078336","0.450148126338221","0.51594522038259","0.424853207889108"
"Monthly","Bank Transfer","No","Fiber Optic",44.41,2020-05-19,1,189.1,51,"No","-0.445966431887539","-1.25622210940507","-1.35628106738659","-1.165397431866","-0.983962441134985","-1.15618164669329","-1.34330295205781","-1.0383505660014","-1.15873179017891","-1.14838972937189","-1.9654694798672","-1.00971089901408","-1.29622318170818","-0.861025900572366","","-1.45505386516572","-1.25185725238347","-1.08897984261159","-0.82697808194023","-1.19170317104603"
"Monthly","Bank Transfer","Yes","DSL2",95.67,2016-08-10,4,302.99,69,"No","1.85443540088789","1.76438713386028","2.09079172434519","2.16420396799144","1.24667559393969","1.57837993466649","1.81624728218488","2.13932037696868","1.38500356376914","1.38850673086928","1.99442412191012","1.46482212511736","1.6613228466031","1.5574335126459","1.55458629630214","1.98825154030652","1.50344560581207","0.906504099686264","1.79032174659484","1.99898980885401"
"2-Year","Check","No","DSL3",59.05,2014-10-29,0,210.07,26,"No","0.516685510864743","0.563714039877626","0.96087745494195","0.803901778212534","","0.996287143040915","0.588138147057343","1.79556999206434","1.09477742397565","0.980646279005043","0.87210360567081","0.110018275857809","0.825933853851244","0.510509195426926","","0.798602986805123","0.923160725323004","0.849387456842186","0.817508177615423","0.480928318551732"
"Monthly","Credit Card","Yes","Fiber Optic",104.63,2013-08-23,0,157.49,36,"No","-1.79258641272688","-1.39968898079568","-1.71996721604644","-1.17317590606355","-1.08388893879245","-1.05559475268693","-0.802838143062093","-1.23821606671878","-0.903217814410783","","-0.955493876994881","-1.42998113087535","-1.03599696810481","-1.274915158377","-1.31684446258142","-1.24676236125564","","-0.647665070839365","-1.00779823402843","-1.50372621042677"
"Monthly","Credit Card","No","Fiber Optic",105.41,2015-12-03,0,224.27,68,"Yes","-0.0188126788279446","0.262224283069975","0.266906224809109","-0.0990983882382344","0.0760702753628836","-0.36252297204821","0.162913662402646","1.01352552902598","0.00795739588456998","0.151478535394063","-0.304894140937006","0.405099271085483","0.0662619059529762","0.32946801432566","-0.00120843699048534","-0.162428745847335","0.594659402883894","0.131418664222169","0.0654644941884486","0.616696093518376"
"1-Year","Credit Card","Yes","DSL2",73.18,2012-11-07,3,179.46,22,"No","-0.548415320554627","-0.542745527901501","-0.628961750670605","0.104095955364929","-0.456598583236116","-0.402444516744192","-0.644821772793755","-0.312236527636309","0.22257258691885","0.273676628255087","-0.574305003990243","-0.130219639513995","-0.458567607032527","-0.633731260967123","-0.650842428323895","-0.373510756155754","-0.53409488665214","-0.453744179269126","-0.632760671397883","-0.761332096184597"
"1-Year","Bank Transfer","No","Fiber Optic",35.35,2016-09-27,2,248.09,63,"No","-0.121219540033968","-0.474749890766395","-1.32126917347534","","-0.981872201122907","-0.774157431465014","-0.68210831091845","-1.06529541874841","-0.610525440453497","-0.630082075980196","-0.259107269603826","-0.804441260300957","-0.769992355017586","-0.419565721213608","-1.13630288535065","-0.738879764244188","-1.10180455522293","-0.823326998384103","","-1.03264339915386"
"Monthly","Credit Card","Yes","Other",81.07,2011-05-29,5,219.54,33,"No","0.763578331502312","0.968121042545915","0.126103209641334","0.329994122775275","0.317187768056557","0.342484712697137","1.08069350946008","0.169008424169925","1.10215233156204","0.653969457529039","0.237659363429816","0.892428877300713","0.82639274803411","","0.938478315596943","0.70865180091133","0.8375022207794","1.00486581593359","0.532541266207401","0.460927666011582"
"Monthly","Check","No","Fiber Optic",90,2011-02-01,4,185.1,24,"No","0.681905490756754","","0.14949651144143","0.554019651810569","-0.0973852039497103","0.139243221645933","-0.0553201505074172","0.246576243085868","0.619251801138858","0.746944829895582","0.203620610455062","0.222909851511167","0.178244981359123","0.259754556989288","0.30366293827386","0.827024004361979","-0.137886711278139","0.256568656247236","0.8956165285685","-0.0340515786537935"
"1-Year","Credit Card","No","Fiber Optic",56.37,2015-01-02,9,226.67,46,"No","0.150310097692435","0.0580089674698601","0.451229508133899","0.374874656371738","0.304913183556851","0.413696002155172","-0.0666681999940088","0.839090629070484","","","0.12012795411426","-0.0724234177115062","0.924780022493729","0.518268842225392","0.28809919327949","0.8191337881554","0.617792247492396","0.426980743272136","-0.000783788427671024","0.773640347513839"
"1-Year","Bank Transfer","Yes","Fiber Optic",71.9,2010-12-04,2,262.98,18,"No","-3.08877341769124","","-2.12110755123355","-2.44861444219938","-3.1660400518411","-2.76219655700134","-3.20110866151832","-2.367119399311","-2.8543359661084","-2.49595792455655","-2.42729068243825","-2.32821557951114","-3.50100772911451","-2.42654181673484","","-2.85895393506577","-2.84005641163191","-2.26658422128554","-3.07740653984948","-2.75556160162544"
"2-Year","Credit Card","Yes","Fiber Optic",61.19,2010-10-12,6,227.27,47,"No","-0.563631345186034","-0.413214889304207","0.560363442483352","-0.083502376676577","0.307241892672015","-0.224726553293018","-0.048397873283085","-0.270420942470466","-0.484691218572851","0.0666419161399433","-0.602629928157294","-0.187098613339728","-0.55912830920951","-0.0675391720291238","-0.144328684311027","0.326090960658286","-0.163169152170972","0.315889331342335","-0.223742530413575","0.0598823683091357"
"Monthly","Bank Transfer","No","DSL2",30.26,2015-08-22,5,241.26,18,"Yes","-1.1063867243803","-0.55477190067643","-0.257309119245426","0.0113819618158138","-0.517351946685484","-0.765813935265201","-0.11134365460899","-0.515968618692379","0.0323369848112363","-0.71699150226284","-0.67743378472861","-0.163752982391379","-0.769958024444693","-0.838680256604516","-0.768616707753597","-0.382735110878433","-0.454767891481254","-0.129836594418911","-0.249107009091836","-0.0585347340144477"
"1-Year","Check","No","DSL1",81.89,2018-07-10,3,203.68,61,"No","0.495897133107903","-0.176219441243025","0.236217859111493","0.00685357458020393","0.352057775476968","","0.520375972358059","0.19741447331034","0.447710263621473","-0.0360879055910535","0.988518445472102","0.381947453104965","0.247349906690963","0.14496925435632","0.668794295940077","0.134490907572121","0.382359986555548","-0.103234900567823","0.595888616973828","0.44022003859057"
"Monthly","Bank Transfer","No","Fiber Optic",59.13,2016-11-21,6,131.14,55,"No","0.157920431878937","0.161527912520459","0.771587701809687","0.268337830438447","0.382730640361808","0.481795698199406","-0.135855721216837","-0.148169050513432","0.179604149214939","0.387390026305707","0.174254779745168","0.592643002679502","","0.0228232944719845","0.0361527485559541","0.497870205508089","0.50412958265763","-0.0412927949890789","0.413511149349371",""
"Monthly","Credit Card","No","Fiber Optic",75.42,2014-03-15,3,218.89,36,"No","","0.983057884619083","0.339141966262797","0.603440900749822","0.638361197427274","0.331559688157822","0.161459288128173","0.00336616702647867","-0.154242798495436","0.3421736452768","0.690945490085246","0.337545420167459","0.00721801037860559","0.546033377075652","0.119224903204624","0.36036955487799","-0.201737400139871","0.458804568185322","0.327349088459982",""
"1-Year","Bank Transfer","Yes","DSL3",84.02,2014-01-26,2,152.56,49,"No","-0.192757707645155","0.192803119977541","0.347289536926693","0.199744862465853","-0.590459689152829","","0.0306898338854205","-0.356304608065631","0.425807624574311","-0.0505796032697095","-0.0937187238697225","-0.272093313200148","0.299441794342265","-0.0561143867085804","0.389882061725136","0.245178390765231","-0.564043620463631","","-0.501780032008597","0.470798869904805"
"Monthly","Credit Card","Yes","DSL2",68.53,2018-10-23,1,237.68,56,"No","0.285915985228632","-0.368150955913867","-0.807089739817263","0.038316545809485","-0.311125187611828","","-1.16576090726176","-0.115006585459021","-0.657756520598549","-0.56148908296544","0.284020350334241","-0.653186154876672","-0.0341384637943891","-0.42075945007209","-0.846701890898894","-0.0546091874201487","-0.686274244078288","-0.263103980505426","-0.171245979189862","-0.368290312880781"
"Monthly","Bank Transfer","Yes","Fiber Optic",78.52,2017-07-06,1,87.25,77,"No","0.406706046688686","-0.190659428012564","0.527685000741172","0.128942127738721","0.774718421394267","0.143615860274195","0.568540236534383","0.564564426074265","0.822612850378449","0.68776913114248","0.957566891963202","0.387468463361668","0.0498200586300056","0.558912769388519","","0.654737190893181","0.310877764343458","0.490920400881647","0.662243772366153",""
"2-Year","Check","No","Fiber Optic",46.22,2016-04-09,2,180.95,57,"No","-1.87584344616231","","-1.83309710454153","-2.02304545355156","-1.58940495566343","-1.8845844851346","-1.93786952204165","-1.64058310226201","-2.8351577453808","-1.69387022176045","-2.32701726358471","-1.58636926250884","-1.51815338575649","-2.05061693542854","-1.57629838197148","-1.77028159378022","-1.75886308172133","-2.37206451524281","-1.73472061784905","-1.47903051172573"
"1-Year","Credit Card","No","DSL3",86.52,2013-06-25,4,195.05,77,"No","0.225525709044948","0.436358282812382","0.187763066820995","","-0.0751751193204515","1.00198632256653","0.799558139352018","0.53827620479128","0.445614069236161","0.0488222598829003","0.0872709917221117","","0.518875436113561","-0.0501918855537258","0.20537403571535","0.466882504688077","0.260990545848687","0.426423432026737","-0.246842250222284","0.450087954319441"
"Monthly","Bank Transfer","Yes","DSL2",51.1,2013-11-04,5,259.6,42,"No","-1.54167053356513","-1.28200347661099","-0.983082541515059","-1.20002904284623","-1.20326979858294","-1.27207323619753","-1.676884752947","-1.54499693145819","-0.862698485830525","-1.66756984710761","","-1.82176740210276","-1.68912609043738","-1.61554503946779","-0.840089235264931","-1.20658948064273","-1.70430384755082","-0.885140974506084","-0.503803079056869","-0.858691244866794"
"Monthly","Bank Transfer","No","DSL1",32.35,2015-12-07,1,147.05,61,"No","2.24014676151263","","1.98646173446983","2.05701403884111","1.65652547757168","1.85625005979675","1.71588715788553","1.95217013727797","2.15308207029167","1.75602309989165","1.37430994385676","1.60200937653291","2.01973651642921","1.69654663218259","2.24159364241067","2.33936688634274","1.58759064454751","1.81276265452007","2.43527078516946","1.84575730916735"
"2-Year","Credit Card","Yes","Other",54.41,2014-10-01,0,151.14,49,"No","-0.464928355814264","-1.66815932813985","-1.32697092246267","-1.24444023473567","-1.01849516464262","-0.583965533107258","-0.0664724371601481","-1.23608621430948","-0.763012711388617","","-0.598281533869076","-1.15998800486507","-0.455689475299202","-0.986137332156982","-1.04016595116154","-0.967370877414297","-0.868266416892569","-1.51648428949775","-0.778011174601121",""
"Monthly","Check","No","DSL3",61.92,2014-11-22,2,218.47,89,"Yes","-0.722067276752944","-0.526459290468131","-1.04709030997962","-1.06525740790708","-1.00488898473815","-1.11341701003231","-1.15355104289456","-0.840632557431326","-0.846809096689943","-1.01429916973228","-0.451104551471666","-0.291364827361566","-0.925212289345826","-0.89640670226754","-0.933650273415133","-1.32449079410029","","","","-0.740024999147022"
"Monthly","Credit Card","No","Fiber Optic",108.69,2019-02-08,3,131.87,51,"No","0.555473552133989","0.49857109107848","0.795022831493429","0.483699608315696","1.03234667999079","0.956956040007586","1.16096211467907","0.754460797010531","0.854047600020103","1.09552100060108","","0.494317872653662","1.20534365179636","1.00038363951247","0.78581620317043","0.413153426903568","","1.04316707719838","-0.073973787703105","0.47887984826069"
"1-Year","Bank Transfer","No","DSL1",11.01,2012-04-17,3,138.29,42,"No","0.803205738370788","0.734180673508693","0.82305627089093","0.283097775746637","0.831038339191066","1.10248583991329","1.14138530999142","0.351014156143797","0.594679011073706","0.621465333834113","0.772169287922172","0.695376626486305","1.16378701612796","1.01374030340739","","0.934139212346286","1.09583008322226","0.295311934974181","0.111367158205641","0.711349543203088"
"1-Year","Bank Transfer","Yes","DSL2",84.86,2011-04-07,0,310.66,43,"No","-1.51474729963305","-1.34619243994752","-1.59228489912716","-1.55478643177014","-1.25405886321466","-1.74521196060033","-0.932273762575644","-1.93557762830681","-1.5201206458414","-1.94790500686648","-1.42237926002519","-1.47394307414839","-1.6589358991675","-1.53384237873796","-1.29304325283052","-1.19838021762284","","-1.74989832132023","","-0.719793053758685"
"1-Year","Credit Card","No","DSL3",59.27,2010-12-04,2,214.75,40,"No","-1.07104425591922","-1.04865172389596","-0.96748643841254","-1.33305402578135","-1.03364953562663","-0.735805636158816","","-0.288808008312399","-0.981518535099391","-1.29895217334584","-0.376793850300001","-0.506888582447395","-0.966629834727568","-0.945473969193258","-0.741543528530903","-0.49720938762861","-0.657282097883943","-1.57874383868329","-1.04721363519767","-1.29322093674548"
"Monthly","Credit Card","Yes","DSL2",83.65,2016-11-05,4,124.67,43,"No","0.733817692415374","0.285533626359062","0.072075247867268","0.59812740640701","1.19951098119706","0.629161466377119","0.799545813098372","0.535710444845558","0.450983458280395","1.07542682967993","0.997084517075201","0.20609415913389","0.90635272993877","0.353719742433456","1.08740047828305","0.900439033711476","0.285466318860622","0.69579194834532","0.20265507326368","0.692155348711069"
"Monthly","Credit Card","No","DSL2",88.58,2017-12-06,3,226.94,53,"No","-1.12401567227573","-0.839833879910776","-0.571585547024314","-0.577895870337889","-1.11187653285303","-0.623123199141459","-0.349757321272533","-0.349710711096774","-0.493030566006508","-0.401268777498545","-0.368809345636306","-0.783926175730787","","-0.369712255207881","-1.77736612975656","-1.11830040098969","-0.386000443062199","-1.36952868979002","-0.594134153076985","-1.26302156169181"
"2-Year","Check","No","DSL3",65.24,2020-03-09,2,212.19,34,"No","-0.0601339451921665","-0.0819875274690168","-0.713945632924845","0.194812978923885","-0.489235400173157","0.244336276310666","-0.237451451758939","0.205613187245518","","-1.08637147810734","-0.515666611218158","-0.217095319504584","-0.0392084467784637","-0.24602919885959","-0.30277027480362","-0.187335225174953","-0.201507814569055","0.0757863327297239","-0.695617216332254",""
"Monthly","Bank Transfer","Yes","DSL3",93.69,2017-12-13,1,179.49,51,"No","","-1.46037204690643","-1.37741852738094","-1.33736127812632","-0.689713062185134","","-1.26463087638236","-1.58867847767952","-1.06168150625653","-1.32836089218926","-1.65061247239842","","-1.57797718133984","-1.50000693374202","-1.32543862522729","-1.20932160733742","-0.874409417704089","-1.5777741807565","","-1.20434059634246"
"Monthly","Credit Card","No","Other",83.34,2015-11-19,0,224.26,47,"No","0.652731614118336","0.297382204646865","1.30610989442375","0.60470585838938","0.390373344751665","0.166136937716157","0.754595773871008","0.509383819157383","0.363168430284344","0.660127710725082","0.179599146870882","0.739389157231801","0.423095475357974","0.945644704965668","0.6166899601528","0.381151469576233","0.970533590505709","0.812671767687456","0.560530873779051","0.11569901369731"
"1-Year","Bank Transfer","Yes","Fiber Optic",24.58,2016-11-03,6,243.74,42,"No","1.68685227045361","1.6646643286981","1.99072059286961","1.89476332018042","0.941877344110105","","1.84737809878884","1.44719845637585","","1.57130211767098","1.57598729944398","1.89354740736058","1.36817558354537","1.43526503307312","1.78221418007033","1.54161659543327","1.62771167652688","1.56589978992793","2.08989704934952","1.21176106581522"
"Monthly","Bank Transfer","Yes","DSL1",70.05,2017-04-03,7,157.27,50,"No","-0.970193153672765","-1.32081640906268","-0.658346632988154","-0.767434943229592","-1.08498401959552","-1.80132176551776","-0.835024201945339","-0.817123166313689","-0.191720671425478","-1.58351939518474","-1.01771082491654","-0.829382894079851","-0.839161045699309","-1.3562140387199","-1.38336006099613","-0.928268353773759","-0.935470599554933","-0.807494805807175","-0.980627951332048","-0.828091992636656"
"Monthly","Bank Transfer","Yes","Other",76.09,2020-05-10,1,201.6,26,"No","1.21837256068366","0.25264847969483","0.414855038362529","0.5239696547428","1.03043671904508","0.164046191376853","0.302979763913368","0.611729910408985","1.0996383877135","0.263499466219534","1.05084104484404","0.370575334213689","0.542902906316782","0.299993141994937","0.982035057369799","0.355272577889755","0.456925108396227","0.0866758273220918","0.553293354589085","0.999125507205677"
"2-Year","Credit Card","No","Fiber Optic",75.1,2013-07-16,3,204.24,28,"Yes","-0.344053345411013","","-0.286987900563011","0.107712188687354","0.0846405296853633","0.310463213622257","-0.231118065429905","0.0827473741877186","0.125689452665754","-0.567827309219658","0.0647055839922677","-0.785704565509665","-0.364094080905177","-0.0696265286904711","0.302921491172609","-0.00609294950532458","-0.278441127376095","-0.603287256910128","0.10586362085985","0.165466655613665"
"Monthly","Credit Card","No","DSL3",48.71,2014-01-20,2,268.62,32,"No","-0.106319122185002","-0.199855695444283","0.480331661458619","-0.106315121120699","0.0833322915509579","0.591471514584679","0.698854550971542","0.449774426724966","0.523882436184179","0.170915991733194","0.227500297064144","-0.0218509148739044","0.4690674477082","-0.310270613309449","0.316261562206108","-0.219228488759724","0.49068318397853","","0.564662541575793","0.202420512605019"
"2-Year","Credit Card","Yes","Fiber Optic",75.92,2011-12-25,0,221.43,50,"No","1.07948186876252","1.09824631791575","1.29740155630635","0.803169033983796","1.17040490973664","1.03205821309555","0.926160019830332","1.04987484795833","1.43392940374725","1.16291715258527","0.949812794525574","1.27939621118938","0.869881440851129","1.37357787968702","0.871189443587962","0.851450613966832","0.488459605220856","1.0020512969336","0.99613477332509",""
"Monthly","Bank Transfer","Yes","DSL1",78.45,2019-11-23,3,215,35,"No","-0.689232026132574","-0.775157056897448","","-0.558543367178097","-0.869688365474611","-0.598456609585386","-0.798645485367792","-0.537029811570358","-0.467517816796506","","-1.07582666243776","-1.207014482295","-0.624911460636213","-1.19415636748357","-1.28140847598086","-0.890931651453043","-1.07585727442107","-0.916012058896086","-0.462796466866289","-1.29676103695297"
"Monthly","Check","No","Fiber Optic",65.82,2011-05-14,3,252.83,48,"No","-0.499305647627178","0.0734548441553311","-0.326416893731733","-0.827243391669605","-0.115446063128459","","-0.059809832444613","","-0.11542324832163","0.28223642374457","-0.076489431875081","0.179656064850686","-0.185607715791372","-0.158800530434335","","-0.217665855601026","0.0988038692392699","-0.395697698517596","-0.832159842480971","-0.446295804289925"
"1-Year","Check","No","Fiber Optic",86.29,2020-07-03,5,167.35,43,"No","1.17078777146146","1.71006082413652","1.18657136729686","1.30391801230689","1.42187146247449","1.2135214722502","1.70026991340554","1.40247895326225","0.870607914141502","0.963146722254024","1.64780499485536","1.34488427335367","0.990484914969459","1.0457028439853","0.641534504708136","1.63138490595412","1.09652846238103","1.12332687964515","0.937311520534153","0.951633276362367"
"Monthly","Credit Card","Yes","Fiber Optic",44.51,2020-02-27,1,214.37,41,"No","-0.361194836069034","-0.424890570403235","-0.274795745705855","0.488664272456369","0.344704357265093","-0.0490584888462108","-0.0977519318060977","0.295733496233397","-0.374010637226129","0.31232062671679","0.0635515687860683","0.0386436913396459","0.201485044535858","-0.235739803239952","-0.201447396899132","-0.48045807567719","-0.274285443879956","","-0.459390375656805","0.0731510560397643"
"Monthly","Check","No","Fiber Optic",89.86,2010-02-13,3,247.2,21,"No","-0.290032056593674","-0.225743358484316","-0.649332133338861","0.0356780495900341","-0.260075804504885","-0.720841341636106","-0.150913003556583","-0.0189653439927375","-0.233586876667522","-0.1172038225777","-0.270909275231709","","-0.5769153699812","-0.438874583000471","-0.614365427244676","0.0539297246943671","-0.504784681712564","-0.0311101112139332","0.110565011789199","-0.181892677210883"
"Monthly","Bank Transfer","Yes","DSL3",32.3,2012-07-26,7,194.86,55,"Yes","-0.693852049070642","-0.49854770367907","-0.549882377901795","-0.0944943960440497","-0.0122618282398947","-0.758651413326677","-0.13627375593583","-0.0268995815231348","-0.317328715532292","-0.634089541791215","-0.586484569197961","0.211406615605629","-0.80810637492362","-0.0586959855752533","-0.313764925871426","-0.147967330182848","0.376717783316242","-0.109728215025933","-0.0613465963833239","-0.0585347451391792"
"1-Year","Bank Transfer","Yes","Other",49.82,2020-09-02,7,168.95,53,"No","","-0.33884944301644","-0.463761301934145","0.214252074373486","-0.686392424434971","-0.771099642910542","-0.692137570950851","-0.58671374960958","-0.493344033303175","-0.48378795394614","","-0.811893832968673","-0.484241458128181","","-0.272836059725276","-0.209048781110486","-0.259377126503251","-0.229968205366377","-0.543495742622221","-0.0828254726853852"
"2-Year","Credit Card","Yes","Fiber Optic",73.38,2018-10-25,5,195.62,27,"No","0.449173789185144","0.524480765268083","0.516962534522861","0.0602557067383875","-0.0446808846750797","0.468223958760038","1.08378933093945","0.646707121191375","0.578896356585001","0.746417035390397","0.0927228047426771","0.842323258510405","0.712703510852007","0.483312594459653","0.33880585543088","0.407061469114767","0.416959644290477","0.0879237930496662","","0.118577321449827"
"Monthly","Credit Card","Yes","Other",80.31,2015-02-25,3,315.07,45,"No","0.236796238756115","1.0553818169043","0.667771665191672","0.0322054746414603","0.979543345464136","0.482718408823085","0.323344451936531","0.0519742956128852","0.502873329621547","","0.631161951012569","0.771169328415296","0.0511776810955972","0.0336843926349199","0.48928536672005","1.01646795861334","0.485378347893924","0.160086959369103","0.713509730412571",""
"2-Year","Check","No","Fiber Optic",43.75,2014-02-04,3,188.9,47,"No","-0.390141357330994","","-0.768918801753011","0.0147426479977185","","-0.541766392804833","","-0.0656445077640075","0.0328196846893309","-0.0100838853886375","-0.341462052181229","0.250405303373146","","-0.144229358627295","0.0231949026794492","","-0.215414195377318","-0.418164510056148","-0.359011249446259","-0.459345041655274"
"Monthly","Bank Transfer","Yes","Fiber Optic",71.23,2016-05-24,3,177.01,29,"No","0.992329484628348","0.167575069810465","0.92685444267412","0.333875988132411","0.995423253439741","0.137402894943806","0.465341847651572","0.603459876811892","0.178993754730034","0.365144230790369","0.313345676375928","0.157603052662544","1.09606147030135","0.143985140640385","0.723389493909329","0.628663958059881","","0.800907914930874","0.0488390039108731","0.444454572672186"
"Monthly","Credit Card","No","Fiber Optic",51.28,2015-11-24,3,156.37,58,"No","-0.726154275809638","-0.850900021325281","","-0.995951672892307","-0.954982082806549","-0.685278938195493","-1.94444058305299","-1.27378546620399","-1.72559719111754","-0.764128116903693","-1.51596880310573","","-0.686341156417675","-0.989916804729529","-1.3770633087932","-1.41614678985681","-1.51707720627086","-1.10745059948213","-0.974557961810091","-1.04430439365389"
